,actual,predicted,word,word_unk,count
6470,NN,NNP,BEER,<UNK>,1
6471,NN,NNP,Bank,Bank,1
6472,NN,NNP,Basketball,Basketball,1
6473,NN,NNP,Battle,Battle,1
6474,NN,NNP,Bay,Bay,1
6475,NN,NNP,Billionaire,<UNK>,1
6476,NN,NNP,Bleacher,<UNK>,1
6477,NN,NNP,Bond,Bond,2
6478,NN,NNP,Brand,Brand,1
6479,NN,NNP,Bridge,Bridge,2
6480,NN,NNP,Budget,Budget,1
6481,NN,NNP,Business,Business,6
6482,NN,NNP,Buying,Buying,2
6483,NN,NNP,CD,CD,1
6484,NN,NNP,CalMat,<UNK>,1
6485,NN,NNP,Call-In,<UNK>,1
6486,NN,NNP,Capital,Capital,1
6487,NN,NNP,Capitalism,<UNK>,1
6488,NN,NNP,Center,Center,1
6489,NN,NNP,Chairman,Chairman,1
6490,NN,NNP,Chapter,Chapter,1
6491,NN,NNP,Chemical,Chemical,1
6492,NN,NNP,Chip,Chip,1
6493,NN,NNP,Christie,Christie,1
6494,NN,NNP,Circulation,Circulation,1
6495,NN,NNP,City,City,1
6496,NN,NNP,Class,Class,1
6497,NN,NNP,Cleveland,Cleveland,1
6498,NN,NNP,Co-author,<UNK>,1
6499,NN,NNP,Color,Color,1
6500,NN,NNP,Company,Company,4
6501,NN,NNP,Computer,Computer,6
6502,NN,NNP,Confidence,Confidence,1
6503,NN,NNP,Consultant,<UNK>,1
6504,NN,NNP,Contact,<UNK>,1
6505,NN,NNP,Copyright,Copyright,1
6506,NN,NNP,Corp.,Corp.,3
6507,NN,NNP,Counseling,<UNK>,1
6508,NN,NNP,Couple,<UNK>,1
6509,NN,NNP,Cupboard,<UNK>,1
6510,NN,NNP,Currency,Currency,1
6511,NN,NNP,DEBT,<UNK>,1
6512,NN,NNP,Daffynition,Daffynition,1
6513,NN,NNP,Damage,<UNK>,1
6514,NN,NNP,Darkness,<UNK>,1
6515,NN,NNP,Day,Day,1
6516,NN,NNP,Defense,Defense,2
6517,NN,NNP,Digital,Digital,1
6518,NN,NNP,Dishonesty,<UNK>,1
6519,NN,NNP,Disk,<UNK>,1
6520,NN,NNP,District,District,1
6521,NN,NNP,Driver,<UNK>,1
6522,NN,NNP,Duck,<UNK>,1
6523,NN,NNP,Dutch-elm-disease,<UNK>,1
6524,NN,NNP,Earthquake,Earthquake,1
6525,NN,NNP,Economist,Economist,1
6526,NN,NNP,Employee,Employee,1
6527,NN,NNP,Energy,Energy,3
6528,NN,NNP,Equitec,<UNK>,1
6529,NN,NNP,Europa,<UNK>,1
6530,NN,NNP,FOX,<UNK>,1
6531,NN,NNP,Fighting,<UNK>,1
6532,NN,NNP,Figure,<UNK>,2
6533,NN,NNP,Fire,Fire,1
6534,NN,NNP,Fireman,Fireman,1
6535,NN,NNP,Food,Food,3
6536,NN,NNP,Freight,Freight,1
6537,NN,NNP,Gas,Gas,1
6538,NN,NNP,Gold,Gold,1
6539,NN,NNP,HUNTING,<UNK>,1
6540,NN,NNP,Homecoming,<UNK>,2
6541,NN,NNP,House,House,2
6542,NN,NNP,Housing,Housing,3
6543,NN,NNP,Hurricane,Hurricane,1
6544,NN,NNP,I-880,<UNK>,1
6545,NN,NNP,I.,I.,3
6546,NN,NNP,IBC\/Donoghue,IBC\/Donoghue,1
6547,NN,NNP,INTEREST-RATE,<UNK>,1
6548,NN,NNP,Inc.,Inc.,1
6549,NN,NNP,Industry,Industry,1
6550,NN,NNP,Information,Information,1
6551,NN,NNP,Insurance,Insurance,1
6552,NN,NNP,Interest,Interest,3
6553,NN,NNP,Interstate,Interstate,2
6554,NN,NNP,JUDGE,JUDGE,1
6555,NN,NNP,Jeep,Jeep,2
6556,NN,NNP,Justice,Justice,1
6557,NN,NNP,Keye\/Donna\/Pearlstein,<UNK>,1
6558,NN,NNP,King,King,1
6559,NN,NNP,LBO,LBO,1
6560,NN,NNP,LIVESTOCK,<UNK>,1
6561,NN,NNP,Law,Law,1
6562,NN,NNP,Line,Line,1
6563,NN,NNP,Liquidity,<UNK>,1
6564,NN,NNP,Load,<UNK>,1
6565,NN,NNP,Loyalty,<UNK>,1
6566,NN,NNP,MANAGER,<UNK>,1
6567,NN,NNP,MARKET,MARKET,1
6568,NN,NNP,MGM\/UA,MGM\/UA,1
6569,NN,NNP,MONEY,MONEY,1
6570,NN,NNP,Mainstream,Mainstream,1
6571,NN,NNP,Management,Management,2
6572,NN,NNP,Manager,Manager,1
6573,NN,NNP,Market,Market,1
6574,NN,NNP,McDonald,McDonald,2
6575,NN,NNP,Merchant,Merchant,1
6576,NN,NNP,Mining,Mining,1
6577,NN,NNP,Misanthrope,Misanthrope,2
6578,NN,NNP,Money,Money,4
6579,NN,NNP,Moon,Moon,1
6580,NN,NNP,Mortgage,Mortgage,2
6581,NN,NNP,Mutual-fund,<UNK>,1
6582,NN,NNP,NEWS,NEWS,1
6583,NN,NNP,News,News,2
6584,NN,NNP,Newsprint,Newsprint,1
6585,NN,NNP,Nightlife,<UNK>,1
6586,NN,NNP,Nomura,Nomura,1
6587,NN,NNP,Noriega,Noriega,1
6588,NN,NNP,Oakland,Oakland,1
6589,NN,NNP,Oil,Oil,1
6590,NN,NNP,Omaha,Omaha,1
6591,NN,NNP,P-3,<UNK>,1
6592,NN,NNP,PANHANDLER,<UNK>,1
6593,NN,NNP,PAPER,PAPER,1
6594,NN,NNP,PLASTIC,<UNK>,1
6595,NN,NNP,PRIME,PRIME,1
6596,NN,NNP,PROSECUTOR,<UNK>,1
6597,NN,NNP,Panda,Panda,1
6598,NN,NNP,Panic,<UNK>,1
6599,NN,NNP,Papa,<UNK>,1
6600,NN,NNP,Part,Part,1
6601,NN,NNP,Passport,<UNK>,1
6602,NN,NNP,Payola,<UNK>,1
6603,NN,NNP,Pension,Pension,1
6604,NN,NNP,Pilferage,<UNK>,1
6605,NN,NNP,Pilot,<UNK>,1
6606,NN,NNP,Pitcher,Pitcher,1
6607,NN,NNP,Plaster,<UNK>,1
6608,NN,NNP,Power,Power,3
6609,NN,NNP,Preparedness,<UNK>,1
6610,NN,NNP,Price,Price,2
6611,NN,NNP,Product,<UNK>,1
6612,NN,NNP,RATE,RATE,1
6613,NN,NNP,REPLICATION,<UNK>,1
6614,NN,NNP,RISK,<UNK>,1
6615,NN,NNP,Radio,Radio,1
6616,NN,NNP,Real-estate,<UNK>,1
6617,NN,NNP,Rebel,<UNK>,1
6618,NN,NNP,Rejection,<UNK>,1
6619,NN,NNP,Remembrance,<UNK>,1
6620,NN,NNP,Repeal,<UNK>,2
6621,NN,NNP,Revenue,Revenue,36
6622,NN,NNP,Risk,Risk,1
6623,NN,NNP,Rounding-off,<UNK>,1
6624,NN,NNP,Science,Science,1
6625,NN,NNP,Seattle,Seattle,1
6626,NN,NNP,Security,Security,1
6627,NN,NNP,Sentiment,<UNK>,1
6628,NN,NNP,Series,Series,6
6629,NN,NNP,Service,Service,1
6630,NN,NNP,Ship,Ship,1
6631,NN,NNP,Shortage,<UNK>,1
6632,NN,NNP,Silver,Silver,1
6633,NN,NNP,Southwest,Southwest,1
6634,NN,NNP,State,State,7
6635,NN,NNP,Sterling,Sterling,2
6636,NN,NNP,Stock,Stock,4
6637,NN,NNP,Stock-market,<UNK>,1
6638,NN,NNP,Street,Street,2
6639,NN,NNP,Supply,Supply,1
6640,NN,NNP,TILT,<UNK>,1
6641,NN,NNP,TIP,<UNK>,1
6642,NN,NNP,TOPIC,<UNK>,1
6643,NN,NNP,TRUST,TRUST,1
6644,NN,NNP,Taxi,Taxi,1
6645,NN,NNP,Technology,Technology,1
6646,NN,NNP,Time,Time,3
6647,NN,NNP,Tire,Tire,1
6648,NN,NNP,Today,Today,1
6649,NN,NNP,Trading,Trading,3
6650,NN,NNP,Transport,Transport,1
6651,NN,NNP,Transportation,Transportation,3
6652,NN,NNP,Trucking,<UNK>,1
6653,NN,NNP,USAir,USAir,1
6654,NN,NNP,Underwear,<UNK>,1
6655,NN,NNP,Utility,Utility,1
6656,NN,NNP,VIDEO,<UNK>,1
6657,NN,NNP,Way,Way,2
6658,NN,NNP,Wendy,Wendy,3
6659,NN,NNP,Wheat,Wheat,1
6660,NN,NNP,Woolworth,Woolworth,1
6661,NN,NNP,Wrath,<UNK>,2
6662,NN,NNP,Year,Year,2
6663,NN,NNP,Yesterday,Yesterday,6
6664,NN,NNP,absolutism,<UNK>,1
6665,NN,NNP,abuse,<UNK>,1
6666,NN,NNP,acid,acid,1
6667,NN,NNP,adapter,<UNK>,1
6668,NN,NNP,advancer,<UNK>,1
6669,NN,NNP,advocate,advocate,1
6670,NN,NNP,aerospace,aerospace,1
6671,NN,NNP,afternoon,afternoon,1
6672,NN,NNP,air,air,1
6673,NN,NNP,aircraft,aircraft,1
6674,NN,NNP,allergy,allergy,1
6675,NN,NNP,aluminum,aluminum,1
6676,NN,NNP,alumnus,<UNK>,1
6677,NN,NNP,ammunition,ammunition,1
6678,NN,NNP,amplifier,<UNK>,1
6679,NN,NNP,analyst,analyst,2
6680,NN,NNP,anonymity,anonymity,1
6681,NN,NNP,antacid,<UNK>,1
6682,NN,NNP,apartheid,apartheid,2
6683,NN,NNP,area,area,2
6684,NN,NNP,asphalt,<UNK>,1
6685,NN,NNP,aspirin,<UNK>,1
6686,NN,NNP,asthma,asthma,1
6687,NN,NNP,attorney,<UNK>,13
6688,NN,NNP,attrition,attrition,1
6689,NN,NNP,audio,audio,1
6690,NN,NNP,authority,authority,1
6691,NN,NNP,auto,auto,1
6692,NN,NNP,banker,banker,1
6693,NN,NNP,bar,bar,1
6694,NN,NNP,basket,basket,1
6695,NN,NNP,bill,bill,1
6696,NN,NNP,billionnaire,billionnaire,1
6697,NN,NNP,block,block,1
6698,NN,NNP,board,board,1
6699,NN,NNP,bombing,bombing,1
6700,NN,NNP,brand,brand,1
6701,NN,NNP,bridge,bridge,1
6702,NN,NNP,briefing,briefing,1
6703,NN,NNP,broker,broker,1
6704,NN,NNP,brokerage,brokerage,1
6705,NN,NNP,building,building,1
6706,NN,NNP,bullion,<UNK>,3
6707,NN,NNP,candidate,candidate,1
6708,NN,NNP,cap,cap,1
6709,NN,NNP,care,care,1
6710,NN,NNP,chairman,chairman,2
6711,NN,NNP,charity,charity,1
6712,NN,NNP,cherry,cherry,1
6713,NN,NNP,child,child,1
6714,NN,NNP,china,<UNK>,1
6715,NN,NNP,chronic,chronic,1
6716,NN,NNP,cinematographer,<UNK>,1
6717,NN,NNP,city,city,1
6718,NN,NNP,coast,coast,2
6719,NN,NNP,coddling,<UNK>,1
6720,NN,NNP,coffee,coffee,2
6721,NN,NNP,collapse,collapse,1
6722,NN,NNP,columnist,columnist,1
6723,NN,NNP,common,common,1
6724,NN,NNP,commuter,commuter,1
6725,NN,NNP,complaint-resolution,<UNK>,1
6726,NN,NNP,computer,computer,1
6727,NN,NNP,concern,concern,1
6728,NN,NNP,condescension,<UNK>,1
6729,NN,NNP,conference,conference,1
6730,NN,NNP,congestion,<UNK>,1
6731,NN,NNP,construction,construction,2
6732,NN,NNP,consultant,consultant,1
6733,NN,NNP,corn,corn,2
6734,NN,NNP,cottage,<UNK>,1
6735,NN,NNP,counterpart,counterpart,1
6736,NN,NNP,course,course,1
6737,NN,NNP,credit-backing,<UNK>,1
6738,NN,NNP,cyclosporine,<UNK>,1
6739,NN,NNP,czar,<UNK>,1
6740,NN,NNP,daybreak,<UNK>,1
6741,NN,NNP,dealership,dealership,1
6742,NN,NNP,default,default,1
6743,NN,NNP,delivery,delivery,4
6744,NN,NNP,depreciation,depreciation,1
6745,NN,NNP,deregulation,deregulation,1
6746,NN,NNP,desecration,desecration,1
6747,NN,NNP,design,design,1
6748,NN,NNP,destruction,destruction,1
6749,NN,NNP,deuterium,<UNK>,1
6750,NN,NNP,developer,developer,2
6751,NN,NNP,diet,diet,1
6752,NN,NNP,difference,difference,1
6753,NN,NNP,diplomacy,diplomacy,1
6754,NN,NNP,director,director,2
6755,NN,NNP,disdain,disdain,1
6756,NN,NNP,disease,disease,1
6757,NN,NNP,dishonesty,dishonesty,1
6758,NN,NNP,disk,disk,1
6759,NN,NNP,distiller,distiller,1
6760,NN,NNP,district,district,1
6761,NN,NNP,doctor,doctor,1
6762,NN,NNP,donation,<UNK>,1
6763,NN,NNP,downgrading,downgrading,1
6764,NN,NNP,downtown,downtown,7
6765,NN,NNP,due-process,<UNK>,1
6766,NN,NNP,economist,economist,1
6767,NN,NNP,effect,effect,1
6768,NN,NNP,effective,effective,1
6769,NN,NNP,engineer,engineer,2
6770,NN,NNP,enthusiast,<UNK>,1
6771,NN,NNP,epiphany,<UNK>,1
6772,NN,NNP,era,era,1
6773,NN,NNP,execution,execution,1
6774,NN,NNP,expense-account,<UNK>,1
6775,NN,NNP,expert,expert,1
6776,NN,NNP,exuberance,<UNK>,1
6777,NN,NNP,factor,factor,1
6778,NN,NNP,fairness,fairness,1
6779,NN,NNP,fan,fan,1
6780,NN,NNP,farmer,farmer,2
6781,NN,NNP,filing,filing,1
6782,NN,NNP,filth,<UNK>,1
6783,NN,NNP,financier,financier,3
6784,NN,NNP,firefighting,<UNK>,1
6785,NN,NNP,flight,flight,1
6786,NN,NNP,food,food,1
6787,NN,NNP,fool,fool,1
6788,NN,NNP,frame,frame,1
6789,NN,NNP,franchisee,franchisee,1
6790,NN,NNP,freight,freight,1
6791,NN,NNP,frustration,frustration,1
6792,NN,NNP,fudging,<UNK>,1
6793,NN,NNP,fund-raiser,fund-raiser,1
6794,NN,NNP,fur,<UNK>,3
6795,NN,NNP,furniture,furniture,1
6796,NN,NNP,furrier,<UNK>,1
6797,NN,NNP,fusion,fusion,1
6798,NN,NNP,general,general,2
6799,NN,NNP,gin,<UNK>,2
6800,NN,NNP,gouging,<UNK>,1
6801,NN,NNP,governor,governor,2
6802,NN,NNP,growth,growth,1
6803,NN,NNP,guardian,<UNK>,1
6804,NN,NNP,harbor,harbor,1
6805,NN,NNP,hardware,hardware,1
6806,NN,NNP,harm,harm,1
6807,NN,NNP,haulage,<UNK>,1
6808,NN,NNP,headquarters,headquarters,1
6809,NN,NNP,heir,heir,1
6810,NN,NNP,helicopter,helicopter,1
6811,NN,NNP,hepatitis,<UNK>,1
6812,NN,NNP,highway,highway,1
6813,NN,NNP,history,history,1
6814,NN,NNP,holding,<UNK>,1
6815,NN,NNP,hospitalization,<UNK>,1
6816,NN,NNP,hotel,hotel,2
6817,NN,NNP,hotel\/casino,<UNK>,1
6818,NN,NNP,hyper-trader,<UNK>,1
6819,NN,NNP,imagery,<UNK>,1
6820,NN,NNP,impeachment,impeachment,1
6821,NN,NNP,incense,<UNK>,1
6822,NN,NNP,index,index,6
6823,NN,NNP,indexer,<UNK>,1
6824,NN,NNP,indexing,indexing,1
6825,NN,NNP,ingot,<UNK>,1
6826,NN,NNP,injustice,injustice,1
6827,NN,NNP,instance,instance,1
6828,NN,NNP,intelligence,intelligence,1
6829,NN,NNP,interdependence,<UNK>,1
6830,NN,NNP,internment,internment,1
6831,NN,NNP,intrigue,<UNK>,1
6832,NN,NNP,investigation,investigation,1
6833,NN,NNP,investor,investor,4
6834,NN,NNP,island,island,1
6835,NN,NNP,issue,issue,1
6836,NN,NNP,jacket,jacket,1
6837,NN,NNP,jet-engine,<UNK>,1
6838,NN,NNP,jetliner,jetliner,1
6839,NN,NNP,landfill,landfill,2
6840,NN,NNP,landmark,landmark,1
6841,NN,NNP,largess,<UNK>,1
6842,NN,NNP,laureate,<UNK>,1
6843,NN,NNP,lawyer,lawyer,1
6844,NN,NNP,leader,leader,3
6845,NN,NNP,leadership,leadership,1
6846,NN,NNP,legislator,legislator,1
6847,NN,NNP,lifestyle,<UNK>,1
6848,NN,NNP,literature,literature,1
6849,NN,NNP,living,living,1
6850,NN,NNP,loan,loan,1
6851,NN,NNP,lobbyist,lobbyist,2
6852,NN,NNP,lunchroom,<UNK>,1
6853,NN,NNP,magazine,magazine,1
6854,NN,NNP,maker,maker,1
6855,NN,NNP,man,man,1
6856,NN,NNP,management,management,4
6857,NN,NNP,maneuver,maneuver,1
6858,NN,NNP,manpower,manpower,1
6859,NN,NNP,manufacture,manufacture,1
6860,NN,NNP,marine-transport,<UNK>,1
6861,NN,NNP,market,market,1
6862,NN,NNP,marketmaking,<UNK>,1
6863,NN,NNP,matter,matter,1
6864,NN,NNP,mayonnaise,<UNK>,1
6865,NN,NNP,member,member,1
6866,NN,NNP,methyl,<UNK>,1
6867,NN,NNP,microcomputer,<UNK>,1
6868,NN,NNP,mid-October,mid-October,1
6869,NN,NNP,mid-September,mid-September,2
6870,NN,NNP,mining,mining,1
6871,NN,NNP,miscommunication,<UNK>,1
6872,NN,NNP,misuse,<UNK>,1
6873,NN,NNP,morning,<UNK>,4
6874,NN,NNP,naturalist,<UNK>,1
6875,NN,NNP,newsletter,newsletter,2
6876,NN,NNP,newsman,<UNK>,1
6877,NN,NNP,newspaper,newspaper,1
6878,NN,NNP,night,night,4
6879,NN,NNP,noon,<UNK>,3
6880,NN,NNP,notoriety,<UNK>,1
6881,NN,NNP,ocean-shipping,<UNK>,1
6882,NN,NNP,official,official,3
6883,NN,NNP,operating,operating,1
6884,NN,NNP,operative,operative,1
6885,NN,NNP,operator,operator,1
6886,NN,NNP,ostentation,<UNK>,1
6887,NN,NNP,overhaul,overhaul,1
6888,NN,NNP,overpass,<UNK>,1
6889,NN,NNP,owner,owner,1
6890,NN,NNP,p.m.,p.m.,1
6891,NN,NNP,packaging,packaging,1
6892,NN,NNP,panel,panel,1
6893,NN,NNP,parent,parent,3
6894,NN,NNP,park,park,1
6895,NN,NNP,partnership,partnership,2
6896,NN,NNP,pentameter,<UNK>,1
6897,NN,NNP,performance,<UNK>,1
6898,NN,NNP,phone,phone,1
6899,NN,NNP,picking,picking,1
6900,NN,NNP,plaintiff,plaintiff,1
6901,NN,NNP,platinum,platinum,1
6902,NN,NNP,plenum,<UNK>,1
6903,NN,NNP,plus,plus,1
6904,NN,NNP,poet,poet,1
6905,NN,NNP,pollster,pollster,1
6906,NN,NNP,possibility,possibility,1
6907,NN,NNP,postage,<UNK>,1
6908,NN,NNP,powerhouse,powerhouse,1
6909,NN,NNP,president,president,2
6910,NN,NNP,prime-time,prime-time,1
6911,NN,NNP,privatization,privatization,1
6912,NN,NNP,processor,processor,1
6913,NN,NNP,producer,producer,3
6914,NN,NNP,productivity,productivity,1
6915,NN,NNP,profit,profit,1
6916,NN,NNP,promise,promise,1
6917,NN,NNP,prose,prose,1
6918,NN,NNP,prosperity,prosperity,1
6919,NN,NNP,prowess,prowess,1
6920,NN,NNP,psychologist,<UNK>,2
6921,NN,NNP,radio,radio,1
6922,NN,NNP,rage,rage,1
6923,NN,NNP,rail,<UNK>,1
6924,NN,NNP,railroad,railroad,1
6925,NN,NNP,re-creating,<UNK>,1
6926,NN,NNP,real-estate,real-estate,2
6927,NN,NNP,realism,realism,1
6928,NN,NNP,reality,reality,1
6929,NN,NNP,rebound,rebound,1
6930,NN,NNP,release,release,1
6931,NN,NNP,relocation,relocation,1
6932,NN,NNP,rescission,<UNK>,1
6933,NN,NNP,researcher,researcher,1
6934,NN,NNP,resentment,resentment,1
6935,NN,NNP,resolution,resolution,1
6936,NN,NNP,restaurant,restaurant,1
6937,NN,NNP,retailer,retailer,4
6938,NN,NNP,retailing,retailing,1
6939,NN,NNP,road,road,1
6940,NN,NNP,rubble,rubble,1
6941,NN,NNP,ruling,ruling,1
6942,NN,NNP,salespeople,salespeople,1
6943,NN,NNP,salicylate,<UNK>,1
6944,NN,NNP,scientist,scientist,1
6945,NN,NNP,sentimentality,<UNK>,1
6946,NN,NNP,sex,<UNK>,1
6947,NN,NNP,shipping,shipping,1
6948,NN,NNP,shopkeeper,<UNK>,1
6949,NN,NNP,silver,silver,2
6950,NN,NNP,singer,singer,1
6951,NN,NNP,ski,ski,1
6952,NN,NNP,slaughter,<UNK>,2
6953,NN,NNP,snack,<UNK>,1
6954,NN,NNP,socialism,socialism,1
6955,NN,NNP,space,space,1
6956,NN,NNP,space-science,<UNK>,1
6957,NN,NNP,spacecraft,<UNK>,2
6958,NN,NNP,specialist,specialist,1
6959,NN,NNP,spokeman,<UNK>,1
6960,NN,NNP,spokesman,spokesman,4
6961,NN,NNP,sponsorship,sponsorship,1
6962,NN,NNP,spot,spot,3
6963,NN,NNP,star,star,1
6964,NN,NNP,starvation,<UNK>,1
6965,NN,NNP,state,state,2
6966,NN,NNP,steel,steel,1
6967,NN,NNP,sterling,sterling,1
6968,NN,NNP,stock,stock,1
6969,NN,NNP,stockbroker,stockbroker,1
6970,NN,NNP,strongman,<UNK>,1
6971,NN,NNP,subcommittee,subcommittee,2
6972,NN,NNP,subcontracting,<UNK>,1
6973,NN,NNP,subsidiary,subsidiary,2
6974,NN,NNP,sunshine,sunshine,1
6975,NN,NNP,supercomputer,supercomputer,1
6976,NN,NNP,supersafe,<UNK>,1
6977,NN,NNP,system,system,1
6978,NN,NNP,technology,technology,1
6979,NN,NNP,telephone,telephone,1
6980,NN,NNP,term,term,1
6981,NN,NNP,theater,theater,2
6982,NN,NNP,theme,theme,1
6983,NN,NNP,tinkering,tinkering,1
6984,NN,NNP,tobacco,tobacco,1
6985,NN,NNP,today,today,2
6986,NN,NNP,trader,trader,1
6987,NN,NNP,trading,trading,1
6988,NN,NNP,trust,trust,1
6989,NN,NNP,turboprop,<UNK>,1
6990,NN,NNP,twang,<UNK>,1
6991,NN,NNP,union,union,1
6992,NN,NNP,unpleasantness,<UNK>,1
6993,NN,NNP,upshot,<UNK>,1
6994,NN,NNP,vector,vector,1
6995,NN,NNP,violet,violet,1
6996,NN,NNP,volume,volume,2
6997,NN,NNP,weekend,weekend,1
6998,NN,NNP,whiskey,whiskey,1
6999,NN,NNP,wine,wine,1
7000,NN,NNP,wit,wit,1
7001,NN,NNP,withdrawal,withdrawal,1
7002,NN,NNP,won,won,1
7003,NN,NNP,worker,worker,1
7004,NN,NNP,wrinkle,wrinkle,1
7005,NN,NNP,yesterday,yesterday,4
7006,NN,NNPS,family,family,1
7007,NN,NNPS,syndrome,syndrome,1
7008,NN,NNS,%,%,2
7009,NN,NNS,7A,<UNK>,1
7010,NN,NNS,Backlog,<UNK>,1
7011,NN,NNS,Closing,<UNK>,1
7012,NN,NNS,Damage,<UNK>,1
7013,NN,NNS,Democracy,Democracy,1
7014,NN,NNS,Disaster,<UNK>,1
7015,NN,NNS,Downtown,<UNK>,1
7016,NN,NNS,E-mail,<UNK>,1
7017,NN,NNS,Flesh,<UNK>,1
7018,NN,NNS,Fluctuation,<UNK>,1
7019,NN,NNS,Gasoline,Gasoline,1
7020,NN,NNS,Homerun,<UNK>,1
7021,NN,NNS,Livestock,<UNK>,1
7022,NN,NNS,NATION'S,<UNK>,1
7023,NN,NNS,Piping,<UNK>,1
7024,NN,NNS,Police,Police,1
7025,NN,NNS,Profit,Profit,1
7026,NN,NNS,Result,<UNK>,1
7027,NN,NNS,Return,<UNK>,1
7028,NN,NNS,absenteeism,absenteeism,1
7029,NN,NNS,abuse,<UNK>,1
7030,NN,NNS,accolade,accolade,1
7031,NN,NNS,acquittal,<UNK>,1
7032,NN,NNS,act,act,1
7033,NN,NNS,admission,<UNK>,1
7034,NN,NNS,advance,advance,1
7035,NN,NNS,adventurism,<UNK>,1
7036,NN,NNS,advice,advice,1
7037,NN,NNS,agency,agency,1
7038,NN,NNS,aircraft,aircraft,1
7039,NN,NNS,allowance,allowance,1
7040,NN,NNS,altruism,<UNK>,1
7041,NN,NNS,analysis,analysis,1
7042,NN,NNS,angora,<UNK>,1
7043,NN,NNS,arena,arena,1
7044,NN,NNS,attorney,<UNK>,1
7045,NN,NNS,averaging,averaging,1
7046,NN,NNS,baccalaureate,<UNK>,1
7047,NN,NNS,bail,bail,1
7048,NN,NNS,belief,belief,2
7049,NN,NNS,benefit-seeking,<UNK>,6
7050,NN,NNS,bicycle,bicycle,1
7051,NN,NNS,bid,bid,1
7052,NN,NNS,books,books,1
7053,NN,NNS,brand,brand,1
7054,NN,NNS,brass,brass,1
7055,NN,NNS,bullion,<UNK>,2
7056,NN,NNS,bullishness,<UNK>,1
7057,NN,NNS,bureaus,bureaus,2
7058,NN,NNS,burnout,<UNK>,1
7059,NN,NNS,business,business,1
7060,NN,NNS,care,care,1
7061,NN,NNS,catalog,catalog,1
7062,NN,NNS,chemist,chemist,1
7063,NN,NNS,chicanery,<UNK>,1
7064,NN,NNS,citizenry,<UNK>,1
7065,NN,NNS,civilization,civilization,1
7066,NN,NNS,clout,clout,1
7067,NN,NNS,confusion,confusion,1
7068,NN,NNS,congestion,<UNK>,1
7069,NN,NNS,conscience,<UNK>,2
7070,NN,NNS,consumption,consumption,1
7071,NN,NNS,country,country,1
7072,NN,NNS,coup-planning,<UNK>,1
7073,NN,NNS,covering,covering,1
7074,NN,NNS,creamer,<UNK>,1
7075,NN,NNS,credential,<UNK>,1
7076,NN,NNS,credit-easing,credit-easing,1
7077,NN,NNS,crisis,<UNK>,1
7078,NN,NNS,days,days,1
7079,NN,NNS,deregulaton,<UNK>,1
7080,NN,NNS,destruction,destruction,1
7081,NN,NNS,dialing,dialing,1
7082,NN,NNS,diazepam,<UNK>,1
7083,NN,NNS,dictating,<UNK>,1
7084,NN,NNS,disaster,disaster,1
7085,NN,NNS,disfavor,<UNK>,1
7086,NN,NNS,dishonesty,dishonesty,1
7087,NN,NNS,disloyalty,<UNK>,1
7088,NN,NNS,dissection,<UNK>,1
7089,NN,NNS,dividend,dividend,1
7090,NN,NNS,double-decking,<UNK>,2
7091,NN,NNS,doxepin,<UNK>,1
7092,NN,NNS,drug-dealing,<UNK>,1
7093,NN,NNS,drummer,drummer,1
7094,NN,NNS,drywall,<UNK>,1
7095,NN,NNS,duke,<UNK>,1
7096,NN,NNS,duplicity,duplicity,1
7097,NN,NNS,education,education,1
7098,NN,NNS,efficiency,efficiency,1
7099,NN,NNS,election,election,1
7100,NN,NNS,electroreality,<UNK>,1
7101,NN,NNS,elsewhere,elsewhere,1
7102,NN,NNS,emotion,emotion,1
7103,NN,NNS,energy,energy,2
7104,NN,NNS,espionage,espionage,1
7105,NN,NNS,estate,estate,1
7106,NN,NNS,etc,etc,1
7107,NN,NNS,everyone,everyone,2
7108,NN,NNS,facility,facility,1
7109,NN,NNS,failure,failure,1
7110,NN,NNS,firm,firm,1
7111,NN,NNS,firma,<UNK>,1
7112,NN,NNS,flashlight,<UNK>,1
7113,NN,NNS,flesh,<UNK>,1
7114,NN,NNS,folklore,folklore,2
7115,NN,NNS,forgiveness,<UNK>,1
7116,NN,NNS,framing,framing,1
7117,NN,NNS,freeway,freeway,1
7118,NN,NNS,freshman,freshman,1
7119,NN,NNS,front,front,1
7120,NN,NNS,gasoline,gasoline,1
7121,NN,NNS,generator,<UNK>,1
7122,NN,NNS,genocide,<UNK>,1
7123,NN,NNS,glass,glass,1
7124,NN,NNS,glee,<UNK>,1
7125,NN,NNS,globulin,<UNK>,1
7126,NN,NNS,gouging,<UNK>,2
7127,NN,NNS,graft,<UNK>,1
7128,NN,NNS,gravity,<UNK>,1
7129,NN,NNS,greed,greed,1
7130,NN,NNS,ground-cargo,<UNK>,1
7131,NN,NNS,hairspray,<UNK>,1
7132,NN,NNS,handwriting,<UNK>,1
7133,NN,NNS,happiness,<UNK>,1
7134,NN,NNS,hardship,<UNK>,1
7135,NN,NNS,heat,heat,1
7136,NN,NNS,hepatitis,<UNK>,2
7137,NN,NNS,holding,<UNK>,1
7138,NN,NNS,home-sharing,<UNK>,1
7139,NN,NNS,hometown,<UNK>,1
7140,NN,NNS,hospitalization,<UNK>,1
7141,NN,NNS,in-and-outer,<UNK>,1
7142,NN,NNS,in-law,<UNK>,1
7143,NN,NNS,inconvenience,<UNK>,1
